"","year","country_sector","country","sector","ecp","CO2"
"14885",2005,"Bahamas (BHS) Changes in inventories P.52","Bahamas","Changes in inventories P.52",NA,0
"14886",2005,"Bahamas (BHS) Acquisitions less disposals of valuables P.53","Bahamas","Acquisitions less disposals of valuables P.53",NA,0
"14887",2005,"Bosnia and Herzegovina (BIH) Household final consumption P.3h","Bosnia and Herzegovina","Household final consumption P.3h",0,1341.46435983004
"14888",2005,"Bosnia and Herzegovina (BIH) Non-profit institutions serving households P.3n","Bosnia and Herzegovina","Non-profit institutions serving households P.3n",NA,0
"14889",2005,"Bosnia and Herzegovina (BIH) Government final consumption P.3g","Bosnia and Herzegovina","Government final consumption P.3g",NA,0
"14890",2005,"Bosnia and Herzegovina (BIH) Gross fixed capital formation P.51","Bosnia and Herzegovina","Gross fixed capital formation P.51",NA,0
"14891",2005,"Bosnia and Herzegovina (BIH) Changes in inventories P.52","Bosnia and Herzegovina","Changes in inventories P.52",NA,0
"14892",2005,"Bosnia and Herzegovina (BIH) Acquisitions less disposals of valuables P.53","Bosnia and Herzegovina","Acquisitions less disposals of valuables P.53",NA,0
"14893",2005,"Belarus (BLR) Household final consumption P.3h","Belarus","Household final consumption P.3h",0,11709.6131417544
"14894",2005,"Belarus (BLR) Non-profit institutions serving households P.3n","Belarus","Non-profit institutions serving households P.3n",NA,0
"14895",2005,"Belarus (BLR) Government final consumption P.3g","Belarus","Government final consumption P.3g",NA,0
"14896",2005,"Belarus (BLR) Gross fixed capital formation P.51","Belarus","Gross fixed capital formation P.51",NA,0
"14897",2005,"Belarus (BLR) Changes in inventories P.52","Belarus","Changes in inventories P.52",NA,0
"14898",2005,"Belarus (BLR) Acquisitions less disposals of valuables P.53","Belarus","Acquisitions less disposals of valuables P.53",NA,0
"14899",2005,"Belize (BLZ) Household final consumption P.3h","Belize","Household final consumption P.3h",0,140.965462226582
"14900",2005,"Belize (BLZ) Non-profit institutions serving households P.3n","Belize","Non-profit institutions serving households P.3n",NA,0
"14901",2005,"Belize (BLZ) Government final consumption P.3g","Belize","Government final consumption P.3g",NA,0
"14902",2005,"Belize (BLZ) Gross fixed capital formation P.51","Belize","Gross fixed capital formation P.51",NA,0
"14903",2005,"Belize (BLZ) Changes in inventories P.52","Belize","Changes in inventories P.52",NA,0
"14904",2005,"Belize (BLZ) Acquisitions less disposals of valuables P.53","Belize","Acquisitions less disposals of valuables P.53",NA,0
"14905",2005,"Bolivia (BOL) Household final consumption P.3h","Bolivia","Household final consumption P.3h",0,2613.57244621439
"14906",2005,"Bolivia (BOL) Non-profit institutions serving households P.3n","Bolivia","Non-profit institutions serving households P.3n",NA,0
"14907",2005,"Bolivia (BOL) Government final consumption P.3g","Bolivia","Government final consumption P.3g",NA,0
"14908",2005,"Bolivia (BOL) Gross fixed capital formation P.51","Bolivia","Gross fixed capital formation P.51",NA,0
"14909",2005,"Bolivia (BOL) Changes in inventories P.52","Bolivia","Changes in inventories P.52",NA,0
"14910",2005,"Bolivia (BOL) Acquisitions less disposals of valuables P.53","Bolivia","Acquisitions less disposals of valuables P.53",NA,0
"14911",2005,"Brazil (BRA) Household final consumption P.3h","Brazil","Household final consumption P.3h",0,115257.801208074
"14912",2005,"Brazil (BRA) Non-profit institutions serving households P.3n","Brazil","Non-profit institutions serving households P.3n",NA,0
"14913",2005,"Brazil (BRA) Government final consumption P.3g","Brazil","Government final consumption P.3g",NA,0
"14914",2005,"Brazil (BRA) Gross fixed capital formation P.51","Brazil","Gross fixed capital formation P.51",NA,0
"14915",2005,"Brazil (BRA) Changes in inventories P.52","Brazil","Changes in inventories P.52",NA,0
"14916",2005,"Brazil (BRA) Acquisitions less disposals of valuables P.53","Brazil","Acquisitions less disposals of valuables P.53",NA,0
"14917",2005,"Brunei Darussalam (BRN) Household final consumption P.3h","Brunei Darussalam","Household final consumption P.3h",0,615.439673958921
"14918",2005,"Brunei Darussalam (BRN) Non-profit institutions serving households P.3n","Brunei Darussalam","Non-profit institutions serving households P.3n",NA,0
"14919",2005,"Brunei Darussalam (BRN) Government final consumption P.3g","Brunei Darussalam","Government final consumption P.3g",NA,0
"14920",2005,"Brunei Darussalam (BRN) Gross fixed capital formation P.51","Brunei Darussalam","Gross fixed capital formation P.51",NA,0
"14921",2005,"Brunei Darussalam (BRN) Changes in inventories P.52","Brunei Darussalam","Changes in inventories P.52",NA,0
"14922",2005,"Brunei Darussalam (BRN) Acquisitions less disposals of valuables P.53","Brunei Darussalam","Acquisitions less disposals of valuables P.53",NA,0
"14923",2005,"Bhutan (BTN) Household final consumption P.3h","Bhutan","Household final consumption P.3h",0,38.8639238167584
"14924",2005,"Bhutan (BTN) Non-profit institutions serving households P.3n","Bhutan","Non-profit institutions serving households P.3n",NA,0
"14925",2005,"Bhutan (BTN) Government final consumption P.3g","Bhutan","Government final consumption P.3g",NA,0
"14926",2005,"Bhutan (BTN) Gross fixed capital formation P.51","Bhutan","Gross fixed capital formation P.51",NA,0
"14927",2005,"Bhutan (BTN) Changes in inventories P.52","Bhutan","Changes in inventories P.52",NA,0
"14928",2005,"Bhutan (BTN) Acquisitions less disposals of valuables P.53","Bhutan","Acquisitions less disposals of valuables P.53",NA,0
"14929",2005,"Botswana (BWA) Household final consumption P.3h","Botswana","Household final consumption P.3h",0,740.537742990034
"14930",2005,"Botswana (BWA) Non-profit institutions serving households P.3n","Botswana","Non-profit institutions serving households P.3n",NA,0
"14931",2005,"Botswana (BWA) Government final consumption P.3g","Botswana","Government final consumption P.3g",NA,0
"14932",2005,"Botswana (BWA) Gross fixed capital formation P.51","Botswana","Gross fixed capital formation P.51",NA,0
"14933",2005,"Botswana (BWA) Changes in inventories P.52","Botswana","Changes in inventories P.52",NA,0
"14934",2005,"Botswana (BWA) Acquisitions less disposals of valuables P.53","Botswana","Acquisitions less disposals of valuables P.53",NA,0
"14935",2005,"Central African Republic (CAF) Household final consumption P.3h","Central African Republic","Household final consumption P.3h",0,90.4662942951459
"14936",2005,"Central African Republic (CAF) Non-profit institutions serving households P.3n","Central African Republic","Non-profit institutions serving households P.3n",NA,0
"14937",2005,"Central African Republic (CAF) Government final consumption P.3g","Central African Republic","Government final consumption P.3g",NA,0
"14938",2005,"Central African Republic (CAF) Gross fixed capital formation P.51","Central African Republic","Gross fixed capital formation P.51",NA,0
"14939",2005,"Central African Republic (CAF) Changes in inventories P.52","Central African Republic","Changes in inventories P.52",NA,0
"14940",2005,"Central African Republic (CAF) Acquisitions less disposals of valuables P.53","Central African Republic","Acquisitions less disposals of valuables P.53",NA,0
"14941",2005,"Canada (CAN) Household final consumption P.3h","Canada","Household final consumption P.3h",0,174411.959122841
"14942",2005,"Canada (CAN) Non-profit institutions serving households P.3n","Canada","Non-profit institutions serving households P.3n",NA,0
"14943",2005,"Canada (CAN) Government final consumption P.3g","Canada","Government final consumption P.3g",NA,0
"14944",2005,"Canada (CAN) Gross fixed capital formation P.51","Canada","Gross fixed capital formation P.51",NA,0
"14945",2005,"Canada (CAN) Changes in inventories P.52","Canada","Changes in inventories P.52",NA,0
"14946",2005,"Canada (CAN) Acquisitions less disposals of valuables P.53","Canada","Acquisitions less disposals of valuables P.53",NA,0
"14947",2005,"Switzerland (CHE) Household final consumption P.3h","Switzerland","Household final consumption P.3h",0,29558.817294194
"14948",2005,"Switzerland (CHE) Non-profit institutions serving households P.3n","Switzerland","Non-profit institutions serving households P.3n",NA,0
"14949",2005,"Switzerland (CHE) Government final consumption P.3g","Switzerland","Government final consumption P.3g",NA,0
"14950",2005,"Switzerland (CHE) Gross fixed capital formation P.51","Switzerland","Gross fixed capital formation P.51",NA,0
"14951",2005,"Switzerland (CHE) Changes in inventories P.52","Switzerland","Changes in inventories P.52",NA,0
"14952",2005,"Switzerland (CHE) Acquisitions less disposals of valuables P.53","Switzerland","Acquisitions less disposals of valuables P.53",NA,0
"14953",2005,"Chile (CHL) Household final consumption P.3h","Chile","Household final consumption P.3h",0,12289.8450032971
"14954",2005,"Chile (CHL) Non-profit institutions serving households P.3n","Chile","Non-profit institutions serving households P.3n",NA,0
"14955",2005,"Chile (CHL) Government final consumption P.3g","Chile","Government final consumption P.3g",NA,0
"14956",2005,"Chile (CHL) Gross fixed capital formation P.51","Chile","Gross fixed capital formation P.51",NA,0
"14957",2005,"Chile (CHL) Changes in inventories P.52","Chile","Changes in inventories P.52",NA,0
"14958",2005,"Chile (CHL) Acquisitions less disposals of valuables P.53","Chile","Acquisitions less disposals of valuables P.53",NA,0
"14959",2005,"China (CHN) Household final consumption P.3h","China","Household final consumption P.3h",0,631467.479005813
"14960",2005,"China (CHN) Non-profit institutions serving households P.3n","China","Non-profit institutions serving households P.3n",NA,0
"14961",2005,"China (CHN) Government final consumption P.3g","China","Government final consumption P.3g",NA,0
"14962",2005,"China (CHN) Gross fixed capital formation P.51","China","Gross fixed capital formation P.51",NA,0
"14963",2005,"China (CHN) Changes in inventories P.52","China","Changes in inventories P.52",NA,0
"14964",2005,"China (CHN) Acquisitions less disposals of valuables P.53","China","Acquisitions less disposals of valuables P.53",NA,0
"14965",2005,"Cote d'Ivoire (CIV) Household final consumption P.3h","Cote d'Ivoire","Household final consumption P.3h",0,1055.34099254297
"14966",2005,"Cote d'Ivoire (CIV) Non-profit institutions serving households P.3n","Cote d'Ivoire","Non-profit institutions serving households P.3n",NA,0
"14967",2005,"Cote d'Ivoire (CIV) Government final consumption P.3g","Cote d'Ivoire","Government final consumption P.3g",NA,0
"14968",2005,"Cote d'Ivoire (CIV) Gross fixed capital formation P.51","Cote d'Ivoire","Gross fixed capital formation P.51",NA,0
"14969",2005,"Cote d'Ivoire (CIV) Changes in inventories P.52","Cote d'Ivoire","Changes in inventories P.52",NA,0
"14970",2005,"Cote d'Ivoire (CIV) Acquisitions less disposals of valuables P.53","Cote d'Ivoire","Acquisitions less disposals of valuables P.53",NA,0
"14971",2005,"Cameroon (CMR) Household final consumption P.3h","Cameroon","Household final consumption P.3h",0,1759.95092431312
"14972",2005,"Cameroon (CMR) Non-profit institutions serving households P.3n","Cameroon","Non-profit institutions serving households P.3n",NA,0
"14973",2005,"Cameroon (CMR) Government final consumption P.3g","Cameroon","Government final consumption P.3g",NA,0
"14974",2005,"Cameroon (CMR) Gross fixed capital formation P.51","Cameroon","Gross fixed capital formation P.51",NA,0
"14975",2005,"Cameroon (CMR) Changes in inventories P.52","Cameroon","Changes in inventories P.52",NA,0
"14976",2005,"Cameroon (CMR) Acquisitions less disposals of valuables P.53","Cameroon","Acquisitions less disposals of valuables P.53",NA,0
"14977",2005,"DR Congo (COD) Household final consumption P.3h","DR Congo","Household final consumption P.3h",0,692.950443812148
"14978",2005,"DR Congo (COD) Non-profit institutions serving households P.3n","DR Congo","Non-profit institutions serving households P.3n",NA,0
"14979",2005,"DR Congo (COD) Government final consumption P.3g","DR Congo","Government final consumption P.3g",NA,0
"14980",2005,"DR Congo (COD) Gross fixed capital formation P.51","DR Congo","Gross fixed capital formation P.51",NA,0
"14981",2005,"DR Congo (COD) Changes in inventories P.52","DR Congo","Changes in inventories P.52",NA,0
"14982",2005,"DR Congo (COD) Acquisitions less disposals of valuables P.53","DR Congo","Acquisitions less disposals of valuables P.53",NA,0
"14983",2005,"Rep Congo (COG) Household final consumption P.3h","Rep Congo","Household final consumption P.3h",0,441.563830054333
"14984",2005,"Rep Congo (COG) Non-profit institutions serving households P.3n","Rep Congo","Non-profit institutions serving households P.3n",NA,0
"14985",2005,"Rep Congo (COG) Government final consumption P.3g","Rep Congo","Government final consumption P.3g",NA,0
"14986",2005,"Rep Congo (COG) Gross fixed capital formation P.51","Rep Congo","Gross fixed capital formation P.51",NA,0
"14987",2005,"Rep Congo (COG) Changes in inventories P.52","Rep Congo","Changes in inventories P.52",NA,0
"14988",2005,"Rep Congo (COG) Acquisitions less disposals of valuables P.53","Rep Congo","Acquisitions less disposals of valuables P.53",NA,0
"14989",2005,"Colombia (COL) Household final consumption P.3h","Colombia","Household final consumption P.3h",0,13604.6417558469
"14990",2005,"Colombia (COL) Non-profit institutions serving households P.3n","Colombia","Non-profit institutions serving households P.3n",NA,0
"14991",2005,"Colombia (COL) Government final consumption P.3g","Colombia","Government final consumption P.3g",NA,0
"14992",2005,"Colombia (COL) Gross fixed capital formation P.51","Colombia","Gross fixed capital formation P.51",NA,0
"14993",2005,"Colombia (COL) Changes in inventories P.52","Colombia","Changes in inventories P.52",NA,0
"14994",2005,"Colombia (COL) Acquisitions less disposals of valuables P.53","Colombia","Acquisitions less disposals of valuables P.53",NA,0
"14995",2005,"Costa Rica (CRI) Household final consumption P.3h","Costa Rica","Household final consumption P.3h",0,2467.38997215469
"14996",2005,"Costa Rica (CRI) Non-profit institutions serving households P.3n","Costa Rica","Non-profit institutions serving households P.3n",NA,0
"14997",2005,"Costa Rica (CRI) Government final consumption P.3g","Costa Rica","Government final consumption P.3g",NA,0
"14998",2005,"Costa Rica (CRI) Gross fixed capital formation P.51","Costa Rica","Gross fixed capital formation P.51",NA,0
"14999",2005,"Costa Rica (CRI) Changes in inventories P.52","Costa Rica","Changes in inventories P.52",NA,0
"15000",2005,"Costa Rica (CRI) Acquisitions less disposals of valuables P.53","Costa Rica","Acquisitions less disposals of valuables P.53",NA,0
"15001",2005,"Cuba (CUB) Household final consumption P.3h","Cuba","Household final consumption P.3h",0,2950.73322653732
"15002",2005,"Cuba (CUB) Non-profit institutions serving households P.3n","Cuba","Non-profit institutions serving households P.3n",NA,0
"15003",2005,"Cuba (CUB) Government final consumption P.3g","Cuba","Government final consumption P.3g",NA,0
"15004",2005,"Cuba (CUB) Gross fixed capital formation P.51","Cuba","Gross fixed capital formation P.51",NA,0
"15005",2005,"Cuba (CUB) Changes in inventories P.52","Cuba","Changes in inventories P.52",NA,0
"15006",2005,"Cuba (CUB) Acquisitions less disposals of valuables P.53","Cuba","Acquisitions less disposals of valuables P.53",NA,0
"15007",2005,"Cyprus (CYP) Household final consumption P.3h","Cyprus","Household final consumption P.3h",0,1751.24293612413
"15008",2005,"Cyprus (CYP) Non-profit institutions serving households P.3n","Cyprus","Non-profit institutions serving households P.3n",NA,0
"15009",2005,"Cyprus (CYP) Government final consumption P.3g","Cyprus","Government final consumption P.3g",NA,0
"15010",2005,"Cyprus (CYP) Gross fixed capital formation P.51","Cyprus","Gross fixed capital formation P.51",NA,0
"15011",2005,"Cyprus (CYP) Changes in inventories P.52","Cyprus","Changes in inventories P.52",NA,0
"15012",2005,"Cyprus (CYP) Acquisitions less disposals of valuables P.53","Cyprus","Acquisitions less disposals of valuables P.53",NA,0
"15013",2005,"CSSR/Czech Republic (1990/1991) (CZE) Household final consumption P.3h","CSSR/Czech Republic (1990/1991)","Household final consumption P.3h",0,25494.136413229
"15014",2005,"CSSR/Czech Republic (1990/1991) (CZE) Non-profit institutions serving households P.3n","CSSR/Czech Republic (1990/1991)","Non-profit institutions serving households P.3n",NA,0
"15015",2005,"CSSR/Czech Republic (1990/1991) (CZE) Government final consumption P.3g","CSSR/Czech Republic (1990/1991)","Government final consumption P.3g",NA,0
"15016",2005,"CSSR/Czech Republic (1990/1991) (CZE) Gross fixed capital formation P.51","CSSR/Czech Republic (1990/1991)","Gross fixed capital formation P.51",NA,0
"15017",2005,"CSSR/Czech Republic (1990/1991) (CZE) Changes in inventories P.52","CSSR/Czech Republic (1990/1991)","Changes in inventories P.52",NA,0
"15018",2005,"CSSR/Czech Republic (1990/1991) (CZE) Acquisitions less disposals of valuables P.53","CSSR/Czech Republic (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0
"15019",2005,"Germany (DEU) Household final consumption P.3h","Germany","Household final consumption P.3h",0,288261.63413196
"15020",2005,"Germany (DEU) Non-profit institutions serving households P.3n","Germany","Non-profit institutions serving households P.3n",NA,0
"15021",2005,"Germany (DEU) Government final consumption P.3g","Germany","Government final consumption P.3g",NA,0
"15022",2005,"Germany (DEU) Gross fixed capital formation P.51","Germany","Gross fixed capital formation P.51",NA,0
"15023",2005,"Germany (DEU) Changes in inventories P.52","Germany","Changes in inventories P.52",NA,0
"15024",2005,"Germany (DEU) Acquisitions less disposals of valuables P.53","Germany","Acquisitions less disposals of valuables P.53",NA,0
"15025",2005,"Djibouti (DJI) Household final consumption P.3h","Djibouti","Household final consumption P.3h",0,280.125948592153
"15026",2005,"Djibouti (DJI) Non-profit institutions serving households P.3n","Djibouti","Non-profit institutions serving households P.3n",NA,0
"15027",2005,"Djibouti (DJI) Government final consumption P.3g","Djibouti","Government final consumption P.3g",NA,0
"15028",2005,"Djibouti (DJI) Gross fixed capital formation P.51","Djibouti","Gross fixed capital formation P.51",NA,0
"15029",2005,"Djibouti (DJI) Changes in inventories P.52","Djibouti","Changes in inventories P.52",NA,0
"15030",2005,"Djibouti (DJI) Acquisitions less disposals of valuables P.53","Djibouti","Acquisitions less disposals of valuables P.53",NA,0
"15031",2005,"DR Yemen (Aden) (DYE) Household final consumption P.3h","DR Yemen (Aden)","Household final consumption P.3h",NA,0
"15032",2005,"DR Yemen (Aden) (DYE) Non-profit institutions serving households P.3n","DR Yemen (Aden)","Non-profit institutions serving households P.3n",NA,0
"15033",2005,"DR Yemen (Aden) (DYE) Government final consumption P.3g","DR Yemen (Aden)","Government final consumption P.3g",NA,0
"15034",2005,"DR Yemen (Aden) (DYE) Gross fixed capital formation P.51","DR Yemen (Aden)","Gross fixed capital formation P.51",NA,0
"15035",2005,"DR Yemen (Aden) (DYE) Changes in inventories P.52","DR Yemen (Aden)","Changes in inventories P.52",NA,0
"15036",2005,"DR Yemen (Aden) (DYE) Acquisitions less disposals of valuables P.53","DR Yemen (Aden)","Acquisitions less disposals of valuables P.53",NA,0
"15037",2005,"Denmark (DNK) Household final consumption P.3h","Denmark","Household final consumption P.3h",20.0650864679453,15746.2460393575
"15038",2005,"Denmark (DNK) Non-profit institutions serving households P.3n","Denmark","Non-profit institutions serving households P.3n",NA,0
"15039",2005,"Denmark (DNK) Government final consumption P.3g","Denmark","Government final consumption P.3g",NA,0
"15040",2005,"Denmark (DNK) Gross fixed capital formation P.51","Denmark","Gross fixed capital formation P.51",NA,0
"15041",2005,"Denmark (DNK) Changes in inventories P.52","Denmark","Changes in inventories P.52",NA,0
"15042",2005,"Denmark (DNK) Acquisitions less disposals of valuables P.53","Denmark","Acquisitions less disposals of valuables P.53",NA,0
"15043",2005,"Dominican Republic (DOM) Household final consumption P.3h","Dominican Republic","Household final consumption P.3h",0,3554.45929386639
"15044",2005,"Dominican Republic (DOM) Non-profit institutions serving households P.3n","Dominican Republic","Non-profit institutions serving households P.3n",NA,0
"15045",2005,"Dominican Republic (DOM) Government final consumption P.3g","Dominican Republic","Government final consumption P.3g",NA,0
"15046",2005,"Dominican Republic (DOM) Gross fixed capital formation P.51","Dominican Republic","Gross fixed capital formation P.51",NA,0
"15047",2005,"Dominican Republic (DOM) Changes in inventories P.52","Dominican Republic","Changes in inventories P.52",NA,0
"15048",2005,"Dominican Republic (DOM) Acquisitions less disposals of valuables P.53","Dominican Republic","Acquisitions less disposals of valuables P.53",NA,0
"15049",2005,"Algeria (DZA) Household final consumption P.3h","Algeria","Household final consumption P.3h",0,25102.5886352458
"15050",2005,"Algeria (DZA) Non-profit institutions serving households P.3n","Algeria","Non-profit institutions serving households P.3n",NA,0
"15051",2005,"Algeria (DZA) Government final consumption P.3g","Algeria","Government final consumption P.3g",NA,0
"15052",2005,"Algeria (DZA) Gross fixed capital formation P.51","Algeria","Gross fixed capital formation P.51",NA,0
"15053",2005,"Algeria (DZA) Changes in inventories P.52","Algeria","Changes in inventories P.52",NA,0
"15054",2005,"Algeria (DZA) Acquisitions less disposals of valuables P.53","Algeria","Acquisitions less disposals of valuables P.53",NA,0
"15055",2005,"Ecuador (ECU) Household final consumption P.3h","Ecuador","Household final consumption P.3h",0,5035.93942787142
"15056",2005,"Ecuador (ECU) Non-profit institutions serving households P.3n","Ecuador","Non-profit institutions serving households P.3n",NA,0
"15057",2005,"Ecuador (ECU) Government final consumption P.3g","Ecuador","Government final consumption P.3g",NA,0
"15058",2005,"Ecuador (ECU) Gross fixed capital formation P.51","Ecuador","Gross fixed capital formation P.51",NA,0
"15059",2005,"Ecuador (ECU) Changes in inventories P.52","Ecuador","Changes in inventories P.52",NA,0
"15060",2005,"Ecuador (ECU) Acquisitions less disposals of valuables P.53","Ecuador","Acquisitions less disposals of valuables P.53",NA,0
"15061",2005,"Egypt (EGY) Household final consumption P.3h","Egypt","Household final consumption P.3h",0,29517.0685231222
"15062",2005,"Egypt (EGY) Non-profit institutions serving households P.3n","Egypt","Non-profit institutions serving households P.3n",NA,0
"15063",2005,"Egypt (EGY) Government final consumption P.3g","Egypt","Government final consumption P.3g",NA,0
"15064",2005,"Egypt (EGY) Gross fixed capital formation P.51","Egypt","Gross fixed capital formation P.51",NA,0
"15065",2005,"Egypt (EGY) Changes in inventories P.52","Egypt","Changes in inventories P.52",NA,0
"15066",2005,"Egypt (EGY) Acquisitions less disposals of valuables P.53","Egypt","Acquisitions less disposals of valuables P.53",NA,0
"15067",2005,"Eritrea (ERI) Household final consumption P.3h","Eritrea","Household final consumption P.3h",0,189.826761603776
"15068",2005,"Eritrea (ERI) Non-profit institutions serving households P.3n","Eritrea","Non-profit institutions serving households P.3n",NA,0
"15069",2005,"Eritrea (ERI) Government final consumption P.3g","Eritrea","Government final consumption P.3g",NA,0
"15070",2005,"Eritrea (ERI) Gross fixed capital formation P.51","Eritrea","Gross fixed capital formation P.51",NA,0
"15071",2005,"Eritrea (ERI) Changes in inventories P.52","Eritrea","Changes in inventories P.52",NA,0
"15072",2005,"Eritrea (ERI) Acquisitions less disposals of valuables P.53","Eritrea","Acquisitions less disposals of valuables P.53",NA,0
"15073",2005,"Spain (ESP) Household final consumption P.3h","Spain","Household final consumption P.3h",0,104807.617578308
"15074",2005,"Spain (ESP) Non-profit institutions serving households P.3n","Spain","Non-profit institutions serving households P.3n",NA,0
"15075",2005,"Spain (ESP) Government final consumption P.3g","Spain","Government final consumption P.3g",NA,0
"15076",2005,"Spain (ESP) Gross fixed capital formation P.51","Spain","Gross fixed capital formation P.51",NA,0
"15077",2005,"Spain (ESP) Changes in inventories P.52","Spain","Changes in inventories P.52",NA,0
"15078",2005,"Spain (ESP) Acquisitions less disposals of valuables P.53","Spain","Acquisitions less disposals of valuables P.53",NA,0
"15079",2005,"Estonia (EST) Household final consumption P.3h","Estonia","Household final consumption P.3h",0,2110.99251452569
"15080",2005,"Estonia (EST) Non-profit institutions serving households P.3n","Estonia","Non-profit institutions serving households P.3n",NA,0
"15081",2005,"Estonia (EST) Government final consumption P.3g","Estonia","Government final consumption P.3g",NA,0
"15082",2005,"Estonia (EST) Gross fixed capital formation P.51","Estonia","Gross fixed capital formation P.51",NA,0
"15083",2005,"Estonia (EST) Changes in inventories P.52","Estonia","Changes in inventories P.52",NA,0
"15084",2005,"Estonia (EST) Acquisitions less disposals of valuables P.53","Estonia","Acquisitions less disposals of valuables P.53",NA,0
"15085",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Household final consumption P.3h","Ethiopia/DR Ethiopia (1992/1993)","Household final consumption P.3h",0,2221.06815664179
"15086",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Non-profit institutions serving households P.3n","Ethiopia/DR Ethiopia (1992/1993)","Non-profit institutions serving households P.3n",NA,0
"15087",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Government final consumption P.3g","Ethiopia/DR Ethiopia (1992/1993)","Government final consumption P.3g",NA,0
"15088",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Gross fixed capital formation P.51","Ethiopia/DR Ethiopia (1992/1993)","Gross fixed capital formation P.51",NA,0
"15089",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Changes in inventories P.52","Ethiopia/DR Ethiopia (1992/1993)","Changes in inventories P.52",NA,0
"15090",2005,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Acquisitions less disposals of valuables P.53","Ethiopia/DR Ethiopia (1992/1993)","Acquisitions less disposals of valuables P.53",NA,0
"15091",2005,"Finland (FIN) Household final consumption P.3h","Finland","Household final consumption P.3h",20.5819731222346,15334.8047338429
"15092",2005,"Finland (FIN) Non-profit institutions serving households P.3n","Finland","Non-profit institutions serving households P.3n",NA,0
"15093",2005,"Finland (FIN) Government final consumption P.3g","Finland","Government final consumption P.3g",NA,0
"15094",2005,"Finland (FIN) Gross fixed capital formation P.51","Finland","Gross fixed capital formation P.51",NA,0
"15095",2005,"Finland (FIN) Changes in inventories P.52","Finland","Changes in inventories P.52",NA,0
"15096",2005,"Finland (FIN) Acquisitions less disposals of valuables P.53","Finland","Acquisitions less disposals of valuables P.53",NA,0
"15097",2005,"France (FRA) Household final consumption P.3h","France","Household final consumption P.3h",0,206329.723903081
"15098",2005,"France (FRA) Non-profit institutions serving households P.3n","France","Non-profit institutions serving households P.3n",NA,0
"15099",2005,"France (FRA) Government final consumption P.3g","France","Government final consumption P.3g",NA,0
"15100",2005,"France (FRA) Gross fixed capital formation P.51","France","Gross fixed capital formation P.51",NA,0
"15101",2005,"France (FRA) Changes in inventories P.52","France","Changes in inventories P.52",NA,0
"15102",2005,"France (FRA) Acquisitions less disposals of valuables P.53","France","Acquisitions less disposals of valuables P.53",NA,0
"15103",2005,"Gabon (GAB) Household final consumption P.3h","Gabon","Household final consumption P.3h",0,346.695671917634
"15104",2005,"Gabon (GAB) Non-profit institutions serving households P.3n","Gabon","Non-profit institutions serving households P.3n",NA,0
"15105",2005,"Gabon (GAB) Government final consumption P.3g","Gabon","Government final consumption P.3g",NA,0
"15106",2005,"Gabon (GAB) Gross fixed capital formation P.51","Gabon","Gross fixed capital formation P.51",NA,0
"15107",2005,"Gabon (GAB) Changes in inventories P.52","Gabon","Changes in inventories P.52",NA,0
"15108",2005,"Gabon (GAB) Acquisitions less disposals of valuables P.53","Gabon","Acquisitions less disposals of valuables P.53",NA,0
"15109",2005,"United Kingdom (GBR) Household final consumption P.3h","United Kingdom","Household final consumption P.3h",0,198670.251645675
"15110",2005,"United Kingdom (GBR) Non-profit institutions serving households P.3n","United Kingdom","Non-profit institutions serving households P.3n",NA,0
"15111",2005,"United Kingdom (GBR) Government final consumption P.3g","United Kingdom","Government final consumption P.3g",NA,0
"15112",2005,"United Kingdom (GBR) Gross fixed capital formation P.51","United Kingdom","Gross fixed capital formation P.51",NA,0
"15113",2005,"United Kingdom (GBR) Changes in inventories P.52","United Kingdom","Changes in inventories P.52",NA,0
"15114",2005,"United Kingdom (GBR) Acquisitions less disposals of valuables P.53","United Kingdom","Acquisitions less disposals of valuables P.53",NA,0
"15115",2005,"Georgia (GEO) Household final consumption P.3h","Georgia","Household final consumption P.3h",0,1737.82738312063
"15116",2005,"Georgia (GEO) Non-profit institutions serving households P.3n","Georgia","Non-profit institutions serving households P.3n",NA,0
"15117",2005,"Georgia (GEO) Government final consumption P.3g","Georgia","Government final consumption P.3g",NA,0
"15118",2005,"Georgia (GEO) Gross fixed capital formation P.51","Georgia","Gross fixed capital formation P.51",NA,0
"15119",2005,"Georgia (GEO) Changes in inventories P.52","Georgia","Changes in inventories P.52",NA,0
"15120",2005,"Georgia (GEO) Acquisitions less disposals of valuables P.53","Georgia","Acquisitions less disposals of valuables P.53",NA,0
"15121",2005,"Ghana (GHA) Household final consumption P.3h","Ghana","Household final consumption P.3h",0,2329.29372504782
"15122",2005,"Ghana (GHA) Non-profit institutions serving households P.3n","Ghana","Non-profit institutions serving households P.3n",NA,0
"15123",2005,"Ghana (GHA) Government final consumption P.3g","Ghana","Government final consumption P.3g",NA,0
"15124",2005,"Ghana (GHA) Gross fixed capital formation P.51","Ghana","Gross fixed capital formation P.51",NA,0
"15125",2005,"Ghana (GHA) Changes in inventories P.52","Ghana","Changes in inventories P.52",NA,0
