"year","country","gloria_sector","gloria_sector_name","paidShare_a_md","paidShare_a_um","paidShare_a_wm","sum_verified","sum_allocatedFreeM","sum_allocatedTotal","sum_surrendered","n_installations"
2012,"Spain","57","Textiles and clothing",0,0,0,74463,167281,167281,74463,4
2012,"Spain","59","Sawmill products",0,0,0,347301,528656,528656,347301,13
2012,"Spain","60","Pulp and paper",0,0.0222691221834422,0.00534179614006415,3375082,4292100,4292100,3372889,71
2012,"Spain","62","Coke oven products",0,0,0,46062,90825,90825,46062,3
2012,"Spain","63","Refined petroleum products",0,0,0,14252175,19559878,19559878,14252175,10
2012,"Spain","64","Nitrogenous fertilizers",0.0979801874480959,0.107488758623919,0.12068302947522,1389574,1251543,1251543,1389574,25
2012,"Spain","65_70","Aggregate (see variable gloria_sector)",0,0.0301399533225968,0.0199466344728485,374399,625817,625817,374399,17
2012,"Spain","66","Basic petrochemical products",0,0,0,119482,187773,187773,119482,4
2012,"Spain","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0463906775119804,0.0222905722880833,3676173,4641753,4641753,3676173,28
2012,"Spain","70","Dyes, paints, glues, detergents and other chemical products",0,0.0989872442243688,0.0772251774802745,505690,608863,608863,505690,11
2012,"Spain","71","Rubber products",0,0,0,77704,116195,116195,77704,7
2012,"Spain","73","Clay building materials",0,0.000252388302810916,0.00108857634498823,1735294,4988601,4988601,1735399,207
2012,"Spain","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,17938,29590,29590,17938,5
2012,"Spain","74","Glass and other ceramics n.e.c.",0,0.00443850944088262,0.00839632511147361,1637383,2095372,2095372,1637383,30
2012,"Spain","75","Cement, lime and plaster products",0,0,0,15541525,32083258,32083258,15540985,60
2012,"Spain","76","Other non-metallic mineral products n.e.c.",0,0.000605482265229135,0.00268860502285934,80711,116606,116606,80711,8
2012,"Spain","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,6051274,12127357,12127357,6051274,23
2012,"Spain","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,52367,92564,92564,58366,3
2012,"Spain","87","Motor vehicles, trailers and semi-trailers",0,0,0,258324,378042,378042,258464,15
2012,"Spain","93","Electric power generation, transmission and distribution",0.0125085607417553,0.1406921183667,0.342669621280482,81405337,62813166,62813166,81405312,193
2012,"Spain","93_94","Aggregate (see variable gloria_sector)",0,0.111150019302068,0.378233702959647,316085,206918,206918,316085,5
2012,"Spain","94","Distribution of gaseous fuels through mains",0,0.0102257163160461,0.0446701356388731,1100422,1160120,1160120,1100422,7
2012,"Spain","96","Waste collection, treatment, and disposal",0.20966700736995,0.20966700736995,0.20966700736995,148712,117532,117532,148712,1
2012,"Spain","99","Civil engineering construction",0,0,0,4190,14105,14105,4844,4
2012,"Spain","103","Transport via pipeline",0,0,0,121288,519985,519985,121288,17
2012,"Spain","105","Air transport",0.406781703028081,0.408712286525055,0.175022481089238,7411785,12101052,12101052,7411736,38
2012,"Spain","106","Services to transport",0,0.0960097399241788,0.100169061707523,37856,77986,77986,37856,6
2012,"Spain","118","Human health and social work activities",0,0.0837993786063027,0.088055594421902,21441,22528,22528,21441,3
2012,"Sweden","28","Iron ores",0.100700345503782,0.100700345503782,0.0897649330758474,240272,244641,244641,240272,2
2012,"Sweden","48_49","Aggregate (see variable gloria_sector)",0,0,0,14238,22340,22340,14238,1
2012,"Sweden","51","Sugar refining; cocoa, chocolate and confectionery",0,0.100418294312389,0.337893757159221,139680,163272,163272,139680,4
2012,"Sweden","52_53","Aggregate (see variable gloria_sector)",0,0,0,4679,38259,38259,4679,1
2012,"Sweden","54","Dairy products",0,0,0,1655,2672,2672,1656,1
2012,"Sweden","55","Alcoholic and other  beverages",0,0,0,730,10746,10746,730,1
2012,"Sweden","59","Sawmill products",0.4425942129064,0.480864737635467,0.739636341069877,64456,94056,94056,62419,6
2012,"Sweden","60","Pulp and paper",0,0.0370420637191485,0.0300554867254757,941126,2095462,2095462,941126,46
2012,"Sweden","63","Refined petroleum products",0,0.029567633022295,0.00137301481771087,3023274,3186180,3186180,3023274,5
2012,"Sweden","66","Basic petrochemical products",0,0,0,66634,83647,83647,66634,2
2012,"Sweden","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.10270505862835,0.0317683972941414,919782,1282306,1282306,897993,8
2012,"Sweden","69","Pharmaceuticals and medicinal products",0,0,0,7094,28875,28875,7094,2
2012,"Sweden","70","Dyes, paints, glues, detergents and other chemical products",0.0818681318681319,0.0818681318681319,0.0818681318681319,18200,16710,16710,18200,1
2012,"Sweden","73","Clay building materials",0.0680107077128995,0.0680107077128995,0.082933795776803,9803,9926,9926,9803,2
2012,"Sweden","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,3883,5649,5649,3883,1
2012,"Sweden","74","Glass and other ceramics n.e.c.",0,0.2,0.0643014568466638,232763,267847,267847,232763,5
2012,"Sweden","75","Cement, lime and plaster products",0,0.00776738457703764,0.00722433751369406,3002213,3449160,3449160,3002213,11
2012,"Sweden","76","Other non-metallic mineral products n.e.c.",0,0,0,70286,100840,100840,70286,2
2012,"Sweden","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.0248471884378906,0.0013617647696032,3507948,8435727,8435727,3506790,19
2012,"Sweden","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,70594,78909,78909,70594,2
2012,"Sweden","87","Motor vehicles, trailers and semi-trailers",0,0,0,22626,39745,39745,22626,3
2012,"Sweden","88","Other transport equipment",0,0,0,37,2863,2863,37,1
2012,"Sweden","93","Electric power generation, transmission and distribution",1,0.9,0.999975747592825,2020418,5635,5635,2020418,10
2012,"Sweden","93_94","Aggregate (see variable gloria_sector)",1,1,1,11,0,0,11,1
2012,"Sweden","94","Distribution of gaseous fuels through mains",1,0.884288350254505,0.758099615673834,3260772,2228185,2228185,3258234,423
2012,"Sweden","96","Waste collection, treatment, and disposal",1,1,1,381,0,0,381,1
2012,"Sweden","97","Materials recovery",0.150661545027742,0.150661545027742,0.150661545027742,2343,1990,1990,2343,1
2012,"Sweden","105","Air transport",0.499404373918321,0.480531704132318,0.310677929837448,4369995,3151805,3151805,4371092,15
2012,"Sweden","111","Information services",1,0.714285714285714,0.413439635535307,1756,5458,5458,1756,7
2012,"United Kingdom","6_7","Aggregate (see variable gloria_sector)",0,0,0,87129,138851,138851,85337,8
2012,"United Kingdom","11","Growing grapes",0,0,0,11521,37757,37757,11521,1
2012,"United Kingdom","24","Hard coal",0,0,0,22758,44919,44919,22758,1
2012,"United Kingdom","26","Petroleum extraction",0,0.046021878171915,0.0566865288693735,15009245,19858390,19858390,14909593,113
2012,"United Kingdom","27","Gas extraction",0,0,0,107872,114420,114420,107872,1
2012,"United Kingdom","37","Quarrying of stone, sand and clay",0,0,0,380961,560685,560685,380961,3
2012,"United Kingdom","38","Chemical and fertilizer minerals",0,0,0,16776,92619,92619,16776,1
2012,"United Kingdom","39","Extraction of salt",0,0,0,57022,72825,72825,57022,1
2012,"United Kingdom","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.056220393916729,0.056220393916729,0.0809694793536804,11140,10981,10981,11140,2
2012,"United Kingdom","47","Cereal products",0,0.0315204457634322,0.0155753714994746,336878,441878,441878,336580,8
2012,"United Kingdom","48_49","Aggregate (see variable gloria_sector)",0.0215248156831728,0.193370614246901,0.112287947598958,123967,127895,127895,123967,6
2012,"United Kingdom","50","Food products and feeds n.e.c.",0,0.168385066028712,0.135723476806279,310860,357044,357044,308875,17
2012,"United Kingdom","51","Sugar refining; cocoa, chocolate and confectionery",0,0.0105502398419206,0.0123944029859296,872894,1007817,1007817,872894,10
2012,"United Kingdom","52_53","Aggregate (see variable gloria_sector)",0.0244635358477482,0.0462874954780537,0.0400065657922225,134028,161654,161654,110725,4
2012,"United Kingdom","54","Dairy products",0,0.031575367484834,0.0472850694183609,146431,223740,223740,146431,12
2012,"United Kingdom","55","Alcoholic and other  beverages",0,0.0289443320604747,0.0393206963733534,447576,675422,675422,447677,28
2012,"United Kingdom","56","Tobacco products",0,0,0,31434,41649,41649,31434,2
2012,"United Kingdom","57","Textiles and clothing",0,0,0,3251,5758,5758,3251,1
2012,"United Kingdom","59","Sawmill products",0,0.00415871429974339,0.00584953365884126,166509,217919,217919,166509,3
2012,"United Kingdom","60","Pulp and paper",0,0.0205764666141828,0.0342293148197556,1060699,1602987,1602987,1059553,36
2012,"United Kingdom","62","Coke oven products",0,0,0,40511,53183,53183,40511,1
2012,"United Kingdom","63","Refined petroleum products",0,0.00684543274471332,0.000128919672984711,14613751,18248642,18248642,14597551,12
2012,"United Kingdom","64","Nitrogenous fertilizers",0,0,0,208625,677480,677480,208740,3
2012,"United Kingdom","65_70","Aggregate (see variable gloria_sector)",0,0,0,81955,93647,93647,81955,2
2012,"United Kingdom","66","Basic petrochemical products",0,0.0305808256879357,0.0358244150190459,176416,195593,195593,176416,6
2012,"United Kingdom","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0155831918012801,0.00289281868757257,3319254,4462871,4462871,3239863,22
2012,"United Kingdom","69","Pharmaceuticals and medicinal products",0,0,0,443848,757009,757009,443733,14
2012,"United Kingdom","70","Dyes, paints, glues, detergents and other chemical products",0,0.0311512162313642,0.0424899725295728,196211,319633,319633,196211,10
2012,"United Kingdom","71","Rubber products",0.0106456241032999,0.0714204850461386,0.0730545540672123,75998,79515,79515,75982,4
2012,"United Kingdom","72","Plastic products",0,0,0,62552,72956,72956,62552,1
2012,"United Kingdom","73","Clay building materials",0,0.00652876011436906,0.00163393722378422,690357,1227271,1227271,687578,49
2012,"United Kingdom","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,1769,2706,2706,1769,1
2012,"United Kingdom","74","Glass and other ceramics n.e.c.",0,0.0110160647066926,0.0134011540372805,1756789,2380809,2380809,1756790,22
2012,"United Kingdom","75","Cement, lime and plaster products",0,0,0,7217188,11811928,11811928,7172507,29
2012,"United Kingdom","76","Other non-metallic mineral products n.e.c.",0,0,0,117037,293652,293652,117037,4
2012,"United Kingdom","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.0833333333333333,0.273226288157889,14688378,23580436,23580436,14820971,12
2012,"United Kingdom","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,390931,496767,496767,390931,2
2012,"United Kingdom","85","Fabricated metal products",0,0.148567301951413,0.0318750441727331,84894,100650,100650,84894,6
2012,"United Kingdom","86","Machinery and equipment",0,0,0,7432,25408,25408,7432,1
2012,"United Kingdom","87","Motor vehicles, trailers and semi-trailers",0,0,0,185256,571015,571015,185254,15
2012,"United Kingdom","88","Other transport equipment",0,0.0666759064788853,0.0989236086396027,126441,251139,251139,126441,11
2012,"United Kingdom","90","Computers; electronic products; optical and precision instruments",0,0,0,7980,9546,9546,7980,2
2012,"United Kingdom","93","Electric power generation, transmission and distribution",0,0.080779068471008,0.411958143134372,159778519,124039585,124039585,159714507,122
2012,"United Kingdom","93_94","Aggregate (see variable gloria_sector)",0,0.0771330713475283,0.000649466940838093,1390371,2516954,2516954,1390371,14
2012,"United Kingdom","94","Distribution of gaseous fuels through mains",0,0.0548447858422488,0.0282684406405427,4920328,7477723,7477723,4918889,90
2012,"United Kingdom","95","Water collection, treatment and supply; sewerage",0,0.0173336627140975,0.0623565133673998,13503,108784,108784,13503,11
2012,"United Kingdom","96","Waste collection, treatment, and disposal",0.415618448637317,0.415618448637317,0.480024213075061,1652,6245,6245,1652,2
2012,"United Kingdom","103","Transport via pipeline",0.0192539109506619,0.0192539109506619,0.0118102971027865,5419,34201,34201,5419,2
2012,"United Kingdom","105","Air transport",0.559676044330776,0.496539567065183,0.216684632847785,9608794,10125856,10125856,9601771,114
2012,"United Kingdom","106","Services to transport",0,0,0,65224,122579,122579,65224,6
2012,"United Kingdom","109","Publishing",0,0,0,31295,61707,61707,31295,2
2012,"United Kingdom","110","Telecommunications",0,0,0,1201,2736,2736,1201,2
2012,"United Kingdom","111","Information services",0,0.226168224299065,0.0742690058479532,1710,3068,3068,1710,5
2012,"United Kingdom","112","Finance and insurance",0.226643598615917,0.445328719723183,0.132157003961109,2777,5524,5524,2777,5
2012,"United Kingdom","113","Property and real estate",0.5,0.5,0.647058823529412,255,988,988,255,2
2012,"United Kingdom","114","Professional, scientific and technical services",0,0.226185600928659,0.213009189858567,76715,104671,104671,76715,5
2012,"United Kingdom","116","Government; social security; defence; public order",0,0.0484944793915248,0.0585261271639308,93753,110340,110340,96076,12
2012,"United Kingdom","117","Education",0.0176359356307645,0.0790827984755407,0.0545993798588954,155771,162577,162577,155771,12
2012,"United Kingdom","118","Human health and social work activities",0,0.0775068345413171,0.0892086866514817,698497,882063,882063,698387,75
2013,"Austria","26","Petroleum extraction",0.289748953974895,0.29646345061034,0.278149512567977,39903,28804,29365,39903,3
2013,"Austria","27","Gas extraction",0.0838632500157401,0.086554960802023,0.0925336803798231,165972,151106,151106,165972,5
2013,"Austria","40","Mining and quarrying n.e.c.; services to mining",0.199325240459083,0.199325240459083,0.091059090077539,284244,258361,267166,284244,2
2013,"Austria","47","Cereal products",0.234853072790275,0.234853072790275,0.260217890301141,116756,86374,86374,116756,2
2013,"Austria","48_49","Aggregate (see variable gloria_sector)",0.337994512788742,0.337994512788742,0.337994512788742,11299,7480,7480,11299,1
2013,"Austria","51","Sugar refining; cocoa, chocolate and confectionery",0.056991664325185,0.056991664325185,0.0560268855391577,152052,167734,167734,152052,2
2013,"Austria","52_53","Aggregate (see variable gloria_sector)",0,0,0,22458,24428,24428,22458,1
2013,"Austria","59","Sawmill products",0,0.0186410980239463,0.0343965633372749,133618,448138,448138,136296,8
2013,"Austria","60","Pulp and paper",0,0.184277673571739,0.170185294799769,1444455,1599483,1599483,1471360,23
2013,"Austria","63","Refined petroleum products",0.362082897008462,0.362082897008462,0.362082897008462,2826640,1803162,1803162,2826640,1
2013,"Austria","64","Nitrogenous fertilizers",0,0.0398565113316251,0.106512228948172,887607,1098352,1098352,887607,3
2013,"Austria","66","Basic petrochemical products",0,0,0,37380,95486,95486,37381,2
2013,"Austria","66_67_68_70","Aggregate (see variable gloria_sector)",0.102641454687178,0.0960911966995237,0.133518538497501,333684,304152,304152,339439,4
2013,"Austria","69","Pharmaceuticals and medicinal products",0,0,0,66565,71150,71150,66565,1
2013,"Austria","70","Dyes, paints, glues, detergents and other chemical products",0,0.0855568768399628,0.0673548242323093,285206,491674,498363,285206,3
2013,"Austria","71","Rubber products",0.258527710999935,0.258527710999935,0.258527710999935,15391,11412,11412,15391,1
2013,"Austria","73","Clay building materials",0,0.044436010243439,0.0661082078785741,218339,246280,246280,218339,22
2013,"Austria","73_74_75_76","Aggregate (see variable gloria_sector)",0.0177736635038186,0.0312041166661855,0.0686960300814391,264615,252138,252138,264615,5
2013,"Austria","74","Glass and other ceramics n.e.c.",0,0.0261044359935471,0.0475196100756302,206399,208485,208485,206295,7
2013,"Austria","75","Cement, lime and plaster products",0,0.0291950513666473,0.0347401082023188,3224515,3634488,3736688,3277760,17
2013,"Austria","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.119598734532057,0.135463263423373,0.235566957372799,11938058,9134624,9134624,11947614,9
2013,"Austria","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.183358673794693,0.134045683403243,0.178001263178351,102915,86301,86301,102915,3
2013,"Austria","85","Fabricated metal products",0.431342764573044,0.431342764573044,0.429777321343586,39923,22765,22765,39923,2
2013,"Austria","87","Motor vehicles, trailers and semi-trailers",0,0.0861102210829862,0.115632843313015,27890,36348,36348,27890,3
2013,"Austria","93","Electric power generation, transmission and distribution",0.603585788675763,0.615673949776059,0.746814944878957,4365937,1112007,1112007,4365937,17
2013,"Austria","93_94","Aggregate (see variable gloria_sector)",0.949519854658707,0.949519854658707,0.949519854658707,7706,389,389,7706,1
2013,"Austria","94","Distribution of gaseous fuels through mains",0.168028998143317,0.316037702115518,0.458035869397202,731041,457857,479438,735976,32
2013,"Austria","103","Transport via pipeline",0.269382746433223,0.25055985205048,0.2627709112669,604949,465482,465482,604949,8
2013,"Belgium","37","Quarrying of stone, sand and clay",0.281626506024096,0.281626506024096,0.281626506024096,19256,13833,13833,19256,1
2013,"Belgium","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.228168339482937,0.219215036078422,0.150043578340447,89494,76066,76066,89494,4
2013,"Belgium","47","Cereal products",0,0.128405938142922,0.265969749159208,282769,245057,245057,282769,3
2013,"Belgium","48_49","Aggregate (see variable gloria_sector)",0.22335225217187,0.304606473302971,0.348919851843233,206268,134297,167474,206268,8
2013,"Belgium","50","Food products and feeds n.e.c.",0,0.100004728398798,0.132367927517491,116773,108154,108154,116773,5
2013,"Belgium","51","Sugar refining; cocoa, chocolate and confectionery",0.249744294105614,0.22343335824466,0.240157493496362,298679,240617,240617,298679,7
2013,"Belgium","52_53","Aggregate (see variable gloria_sector)",0.145122061075579,0.257031309982633,0.266724701169114,106833,78338,78338,106833,3
2013,"Belgium","54","Dairy products",0.270491803278689,0.346995589833685,0.311909727852737,178837,123056,129716,178837,7
2013,"Belgium","55","Alcoholic and other  beverages",0.0558479434145687,0.207839842810198,0.285253080005937,161688,144535,144535,161688,9
2013,"Belgium","57","Textiles and clothing",0,0,0,79825,103965,103965,79825,11
2013,"Belgium","59","Sawmill products",0,0,0,50530,259650,259650,54043,6
2013,"Belgium","60","Pulp and paper",0.153680996520935,0.154025850003654,0.203767477484025,715492,682014,682014,715492,7
2013,"Belgium","62","Coke oven products",0,0,0,129274,196675,196675,129274,1
2013,"Belgium","63","Refined petroleum products",0.0919762734608719,0.137924614123281,0.145696636717872,5959060,5163875,5163875,5959060,4
2013,"Belgium","64","Nitrogenous fertilizers",0.110441408217309,0.149338916244389,0.195834679842013,1296563,1066131,1066131,1296563,5
2013,"Belgium","66","Basic petrochemical products",0,0.0569270624951532,0.125204767480198,770386,1087305,1087305,770386,18
2013,"Belgium","66_67_68_70","Aggregate (see variable gloria_sector)",0,0.0812823303314767,0.0577633611273657,7813188,9464987,9464987,7813188,42
2013,"Belgium","69","Pharmaceuticals and medicinal products",0.00563390390067104,0.0505632571073187,0.0502302179644276,107724,106942,106942,107724,6
2013,"Belgium","70","Dyes, paints, glues, detergents and other chemical products",0.154243082828129,0.16993466962018,0.227746001225982,226757,179640,202320,226757,5
2013,"Belgium","72","Plastic products",0.242384030330811,0.242384030330811,0.28156134458525,35431,25455,25455,35431,2
2013,"Belgium","73","Clay building materials",0,0.115557280739624,0.155183898320341,444376,443630,477466,444376,26
2013,"Belgium","73_74_75_76","Aggregate (see variable gloria_sector)",0.170674024438313,0.170674024438313,0.112540610786225,7695,9408,9408,7695,2
2013,"Belgium","74","Glass and other ceramics n.e.c.",0.0180897051939225,0.0937563474704836,0.0786406487248319,788994,916483,916483,788994,12
2013,"Belgium","75","Cement, lime and plaster products",0,0.0642805110774621,0.0465684053363728,6499471,6673127,6673127,6499471,14
2013,"Belgium","76","Other non-metallic mineral products n.e.c.",0.26890756302521,0.304773857501974,0.385945620245537,66385,41140,44596,66385,17
2013,"Belgium","77","Basic iron and steel",0,0,0,29485,37915,37915,29485,2
2013,"Belgium","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.00929458026726544,0.00057457571914935,4894046,5876722,5876722,4894046,19
2013,"Belgium","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.0747631685185718,0.139995646566756,427249,500984,500984,427249,8
2013,"Belgium","85","Fabricated metal products",0,0,0,7202,10603,10603,7202,1
2013,"Belgium","86","Machinery and equipment",0,0.115899199398205,0.156466861716275,41357,52077,52077,41357,3
2013,"Belgium","87","Motor vehicles, trailers and semi-trailers",0.150383500140305,0.192650856566392,0.193705703842313,103141,83162,83162,103141,3
2013,"Belgium","88","Other transport equipment",0,0,0,9206,11481,11481,9206,1
2013,"Belgium","91","Electrical equipment",0.302809324566647,0.302809324566647,0.302809324566647,8365,5832,5832,8365,1
2013,"Belgium","93","Electric power generation, transmission and distribution",0.481203946546772,0.633859204009066,0.855057029312237,216906,31439,31439,216906,3
2013,"Belgium","94","Distribution of gaseous fuels through mains",0.0356982990152193,0.189592392941941,0.166396369703869,128254,167842,167842,128754,9
2013,"Belgium","99","Civil engineering construction",0.519125683060109,0.442121939816246,0.520372439478585,13425,6439,7237,13425,3
2013,"Belgium","100","Wholesale and retail trade; repair of motor vehicles and motorcycles",0.295996791804021,0.295996791804021,0.281386906997121,7989,5741,5741,7989,2
2013,"Belgium","103","Transport via pipeline",0.327090937946358,0.327090937946358,0.327090937946358,6301,4240,4240,6301,1
2013,"Belgium","106","Services to transport",0.279677924257538,0.279677924257538,0.141590389016018,13984,12004,12004,13984,2
2013,"Belgium","114","Professional, scientific and technical services",0.36006151142355,0.36006151142355,0.36006151142355,9104,5826,5826,9104,1
2013,"Belgium","118","Human health and social work activities",0.254258157192694,0.213168579642148,0.244545064210157,25619,19354,19354,25619,3
2013,"Bulgaria","6_7","Aggregate (see variable gloria_sector)",0.327390129965224,0.362655514527023,0.507834101382489,78120,39989,39989,78120,8
2013,"Bulgaria","27","Gas extraction",1,1,1,22867,0,20477,22867,1
2013,"Bulgaria","47","Cereal products",0.206488672221907,0.206488672221907,0.206488672221907,52923,41995,41995,52923,1
2013,"Bulgaria","51","Sugar refining; cocoa, chocolate and confectionery",0.704727707959306,0.75798945270827,0.621750185529885,82197,31091,31091,82197,3
2013,"Bulgaria","55","Alcoholic and other  beverages",0,0,0,5036,5520,5520,5036,1
2013,"Bulgaria","56","Tobacco products",0.0889261744966443,0.0889261744966443,0.0889261744966443,5960,5430,5430,5960,1
2013,"Bulgaria","57","Textiles and clothing",0,0.0853106569743519,0.120084947551322,15539,22196,22196,15539,3
2013,"Bulgaria","59","Sawmill products",0,0,0,7050,44159,44159,7050,2
2013,"Bulgaria","60","Pulp and paper",0.202797358022775,0.341007359041299,0.286185856821885,93911,108136,109114,93911,6
2013,"Bulgaria","63","Refined petroleum products",0,0.0743697478991597,0.000614496919704,1152162,1287285,1287285,1152162,4
2013,"Bulgaria","64","Nitrogenous fertilizers",0.109003205902108,0.109003205902108,0.104605081642379,1036594,928161,928161,1036594,2
2013,"Bulgaria","66_67_68_70","Aggregate (see variable gloria_sector)",0,0,0,492495,1131354,1131354,492495,1
2013,"Bulgaria","69","Pharmaceuticals and medicinal products",0,0.00283983339644074,0.00234827532223556,19163,48787,48787,19163,3
2013,"Bulgaria","73","Clay building materials",0,0.124436378338082,0.121316911123346,161651,165557,172621,161651,17
2013,"Bulgaria","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,3361,4369,4369,3361,1
2013,"Bulgaria","74","Glass and other ceramics n.e.c.",0.126237323850915,0.29303446901674,0.204643238581788,427891,343628,346640,427966,7
2013,"Bulgaria","75","Cement, lime and plaster products",0.353849258399758,0.431866055159926,0.0869899285626757,1811658,2722365,2846949,1811658,9
2013,"Bulgaria","77","Basic iron and steel",0.673813169984686,0.673813169984686,0.673813169984686,1306,426,426,1306,1
2013,"Bulgaria","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0,0,119793,163380,163380,119793,2
2013,"Bulgaria","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0591320934668574,0.0740101960933905,0.0160184797098207,317321,726033,726033,317321,4
2013,"Bulgaria","85","Fabricated metal products",0,0,0,8854,18210,18210,8854,3
2013,"Bulgaria","93","Electric power generation, transmission and distribution",0.496458612418659,0.545229996799626,0.524556542421109,16616020,7899978,7899978,16616020,6
2013,"Bulgaria","94","Distribution of gaseous fuels through mains",0.146431052956109,0.209420887638968,0.444464704506449,10162303,5898972,5898972,10162303,36
2013,"CSSR/Czech Republic (1990/1991)","29","Uranium ores",0.0533917206114345,0.0533917206114345,0.0622265897419641,31546,29750,29750,31546,2
2013,"CSSR/Czech Republic (1990/1991)","41_42_43_44_45","Aggregate (see variable gloria_sector)",0.0946999168203886,0.0946999168203886,0.0906256958361167,8982,8168,8168,8982,2
2013,"CSSR/Czech Republic (1990/1991)","51","Sugar refining; cocoa, chocolate and confectionery",0.525777103866566,0.41908667239959,0.410397934965265,288615,170168,170168,288615,7
2013,"CSSR/Czech Republic (1990/1991)","54","Dairy products",0.0731202209005947,0.0731202209005947,0.0733930284617845,18762,17770,17770,18762,2
2013,"CSSR/Czech Republic (1990/1991)","55","Alcoholic and other  beverages",0.00845116203477978,0.200095830545907,0.644990787049224,94975,72582,98487,94975,5
2013,"CSSR/Czech Republic (1990/1991)","57","Textiles and clothing",0,0.0252439408246774,0.0259094139691155,15477,16472,16650,15477,3
2013,"CSSR/Czech Republic (1990/1991)","59","Sawmill products",0,0,0,20134,77019,77019,20134,3
2013,"CSSR/Czech Republic (1990/1991)","60","Pulp and paper",0.230123327210706,0.257603707809519,0.432874345753358,488539,309274,309274,510268,13
2013,"CSSR/Czech Republic (1990/1991)","61","Printing",0.462363030014293,0.462363030014293,0.462363030014293,4198,2257,2257,4198,1
2013,"CSSR/Czech Republic (1990/1991)","62","Coke oven products",0,0,0,106556,195605,195605,106556,1
2013,"CSSR/Czech Republic (1990/1991)","63","Refined petroleum products",0,0,0,819541,956173,977131,819541,4
2013,"CSSR/Czech Republic (1990/1991)","64","Nitrogenous fertilizers",0.456372835258031,0.398801061709364,0.473239986594153,957791,538115,538115,957791,4
2013,"CSSR/Czech Republic (1990/1991)","66","Basic petrochemical products",0,0,0,4503,12722,12722,4503,1
2013,"CSSR/Czech Republic (1990/1991)","66_67_68_70","Aggregate (see variable gloria_sector)",0.420341266150914,0.375508627719577,0.514130965574232,3632802,1986270,1990985,3632802,12
2013,"CSSR/Czech Republic (1990/1991)","69","Pharmaceuticals and medicinal products",0.0812339669802013,0.0812339669802013,0.0812339669802013,15203,13968,13968,15203,1
2013,"CSSR/Czech Republic (1990/1991)","70","Dyes, paints, glues, detergents and other chemical products",0,0,0,15713,16660,16660,15713,1
2013,"CSSR/Czech Republic (1990/1991)","71","Rubber products",0.0600358422939068,0.0600358422939068,0.0230398899587345,23264,25176,25176,23264,2
2013,"CSSR/Czech Republic (1990/1991)","72","Plastic products",0.165625330932966,0.165625330932966,0.24764468371467,25262,20748,20748,25262,2
2013,"CSSR/Czech Republic (1990/1991)","73","Clay building materials",0,0.0596218816727034,0.120456033263884,334537,330518,330518,334537,25
2013,"CSSR/Czech Republic (1990/1991)","73_74_75_76","Aggregate (see variable gloria_sector)",0,0,0,47878,65638,65638,47878,6
2013,"CSSR/Czech Republic (1990/1991)","74","Glass and other ceramics n.e.c.",0.0423211169284468,0.142147272323725,0.118301206372363,636122,687389,687734,636122,21
2013,"CSSR/Czech Republic (1990/1991)","75","Cement, lime and plaster products",0,0.0217513391420884,0.0266581348050332,2881747,3427427,3427427,2881747,10
2013,"CSSR/Czech Republic (1990/1991)","76","Other non-metallic mineral products n.e.c.",0,0.0804040013362999,0.0144535173136544,91604,96831,96831,91604,5
2013,"CSSR/Czech Republic (1990/1991)","77","Basic iron and steel",0.0136698212407992,0.0715312029232225,0.0179842051763234,12789,13027,13027,12789,3
2013,"CSSR/Czech Republic (1990/1991)","77_78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0,0.172072824338298,0.0264273166121941,6078294,9018701,9039051,6078294,18
2013,"CSSR/Czech Republic (1990/1991)","78_79_80_81_82_83_84","Aggregate (see variable gloria_sector)",0.0601648985239852,0.0601648985239852,0.050258880192655,41525,42317,42317,41525,2
2013,"CSSR/Czech Republic (1990/1991)","85","Fabricated metal products",0,0.0342698961937716,0.0720479543735087,17183,20328,20328,17183,5
2013,"CSSR/Czech Republic (1990/1991)","86","Machinery and equipment",0,0.242719146482122,0.0766498964190589,87854,126057,126057,87854,3
